id,name,parent_id,geo_type,latitude,longitude
890,Woonsocket,rhode island,City,42.0028761,-71.5147839
891,Leominster,massachusetts,City,42.5250906,-71.759794
892,Shelton,connecticut,City,41.3164856,-73.0931641
893,Brea,california,City,33.9166805,-117.9000604
894,Covington,kentucky,City,39.0836712,-84.5085536
895,Rockwall,texas,City,32.9312336,-96.4597089
896,Meridian,mississippi,City,32.3643098,-88.703656
897,Riverton,utah,City,40.521893,-111.9391023
898,St. Cloud,florida,City,28.2489016,-81.2811801
899,Quincy,illinois,City,39.9356016,-91.4098726
900,Morgan Hill,california,City,37.1305012,-121.6543901
901,Warren,ohio,City,41.2375569,-80.8184166
902,Edmonds,washington,City,47.8106521,-122.3773552
903,Burleson,texas,City,32.5420821,-97.3208492
904,Beverly,massachusetts,City,42.5584283,-70.880049
905,Mankato,minnesota,City,44.1635775,-93.9993996
906,Hagerstown,maryland,City,39.6417629,-77.7199932
907,Prescott,arizona,City,34.5400242,-112.4685025
908,Campbell,california,City,37.2871651,-121.9499568
909,Cedar Falls,iowa,City,42.5348993,-92.4453161
910,Beaumont,california,City,33.9294606,-116.977248
911,La Puente,california,City,34.0200114,-117.9495083
912,Crystal Lake,illinois,City,42.2411344,-88.3161965
913,Fitchburg,massachusetts,City,42.5834228,-71.8022955
914,Carol Stream,illinois,City,41.9125286,-88.1347927
915,Hickory,north carolina,City,35.7344538,-81.3444573
916,Streamwood,illinois,City,42.0255827,-88.1784085
917,Norwich,connecticut,City,41.5242649,-72.0759105
918,Coppell,texas,City,32.9545687,-97.0150078
919,San Gabriel,california,City,34.0961111,-118.1058333
920,Holyoke,massachusetts,City,42.2042586,-72.6162009
921,Bentonville,arkansas,City,36.3728538,-94.2088172
922,Florence,alabama,City,34.79981,-87.677251
923,Peachtree Corners,georgia,City,33.9698929,-84.2214551
924,Brentwood,tennessee,City,36.0331164,-86.7827772
925,Bozeman,montana,City,45.6769979,-111.0429339
926,New Berlin,wisconsin,City,42.9764027,-88.1084224
927,Goose Creek,south carolina,City,32.9810059,-80.0325867
928,Huntsville,texas,City,30.7235263,-95.5507771
929,Prescott Valley,arizona,City,34.6100243,-112.315721
930,Maplewood,minnesota,City,44.9530215,-92.9952153
931,Romeoville,illinois,City,41.6475306,-88.0895061
932,Duncanville,texas,City,32.6518004,-96.9083366
933,Atlantic City,new jersey,City,39.3642834,-74.4229266
934,Clovis,new mexico,City,34.4047987,-103.2052272
935,The Colony,texas,City,33.0806083,-96.8928309
936,Culver City,california,City,34.0211224,-118.3964665
937,Marlborough,massachusetts,City,42.3459271,-71.5522874
938,Hilton Head Island,south carolina,City,32.216316,-80.752608
939,Moorhead,minnesota,City,46.8737648,-96.7678039
940,Calexico,california,City,32.6789476,-115.4988834
941,Bullhead City,arizona,City,35.1359386,-114.5285981
942,Germantown,tennessee,City,35.0867577,-89.8100858
943,La Quinta,california,City,33.6633573,-116.3100095
944,Lancaster,ohio,City,39.7136754,-82.5993294
945,Wausau,wisconsin,City,44.9591352,-89.6301221
946,Sherman,texas,City,33.6356618,-96.6088805
947,Ocoee,florida,City,28.5691677,-81.5439619
948,Shakopee,minnesota,City,44.7973962,-93.5272861
949,Woburn,massachusetts,City,42.4792618,-71.1522765
950,Bremerton,washington,City,47.5673202,-122.6329356
951,Rock Island,illinois,City,41.5094771,-90.5787476
952,Muskogee,oklahoma,City,35.7478769,-95.3696909
953,Cape Girardeau,missouri,City,37.3058839,-89.5181476
954,Annapolis,maryland,City,38.9784453,-76.4921829
955,Greenacres,florida,City,26.6276276,-80.1353896
956,Ormond Beach,florida,City,29.2858129,-81.0558894
957,Hallandale Beach,florida,City,25.9812024,-80.148379
958,Stanton,california,City,33.8025155,-117.9931165
959,Puyallup,washington,City,47.1853785,-122.2928974
960,Pacifica,california,City,37.6138253,-122.4869194
961,Hanover Park,illinois,City,41.9994722,-88.1450735
962,Hurst,texas,City,32.8234621,-97.1705678
963,Lima,ohio,City,40.742551,-84.1052256
964,Marana,arizona,City,32.436381,-111.2224422
965,Carpentersville,illinois,City,42.1211364,-88.2578582
966,Oakley,california,City,37.9974219,-121.7124536
967,Huber Heights,ohio,City,39.843947,-84.1246608
968,Lancaster,texas,City,32.5920798,-96.7561082
969,Montclair,california,City,34.0775104,-117.6897776
970,Wheeling,illinois,City,42.1391927,-87.9289591
971,Brookfield,wisconsin,City,43.0605671,-88.1064787
972,Park Ridge,illinois,City,42.0111412,-87.8406192
973,Florence,south carolina,City,34.1954331,-79.7625625
974,Roy,utah,City,41.1616108,-112.0263313
975,Winter Garden,florida,City,28.5652787,-81.5861847
976,Chelsea,massachusetts,City,42.3917638,-71.0328284
977,Valley Stream,new york,City,40.6642699,-73.7084645
978,Spartanburg,south carolina,City,34.9495672,-81.9320482
979,Lake Oswego,oregon,City,45.4206749,-122.6706498
980,Friendswood,texas,City,29.5293998,-95.2010447
981,Westerville,ohio,City,40.1261743,-82.9290696
982,Northglenn,colorado,City,39.8961821,-104.9811468
983,Phenix City,alabama,City,32.4709761,-85.0007653
984,Grove City,ohio,City,39.8814519,-83.0929644
985,Texarkana,texas,City,33.425125,-94.0476882
986,Addison,illinois,City,41.931696,-87.9889556
987,Dover,delaware,City,39.158168,-75.5243682
988,Lincoln Park,michigan,City,42.2505943,-83.1785361
989,Calumet City,illinois,City,41.6155909,-87.5294871
990,Muskegon,michigan,City,43.2341813,-86.2483921
991,Aventura,florida,City,25.9564812,-80.1392121
992,Martinez,california,City,38.0193657,-122.1341321
993,Greenfield,wisconsin,City,42.9614039,-88.0125865
994,Apache Junction,arizona,City,33.4150485,-111.5495777
995,Monrovia,california,City,34.1442616,-118.0019482
996,Weslaco,texas,City,26.1595194,-97.9908366
997,Keizer,oregon,City,44.9901194,-123.0262077
998,Spanish Fork,utah,City,40.114955,-111.654923
999,Beloit,wisconsin,City,42.5083482,-89.0317765
1000,Panama City,florida,City,30.1588129,-85.6602058
